0 205381 1083 75000 25
0 205381 1083 75000 26
0 205381 1083 75000 25
0 205381 1083 75000 24
0 205381 1083 75000 25
0 205381 1083 75000 25
0 205381 1083 75000 25
0 205381 1083 75000 26
0 205381 1083 75000 26
0 205381 1083 75000 25
0 205381 1083 75000 25
0 205381 1083 75000 25
0 205381 1083 75000 24
0 205381 1083 75000 25
0 205381 1083 75000 25
0 205381 1083 75000 25
0 205381 1083 75000 24
0 205381 1083 75000 26
0 205381 1083 75000 24
0 205381 1083 75000 26
0 205381 1083 75000 26
0 205381 1083 75000 25
1 15178 1083 75000 25
1 15178 1083 75000 26
1 15178 1083 75000 25
1 15178 1083 75000 24
1 15178 1083 75000 25
1 15178 1083 75000 25
1 15178 1083 75000 25
1 15178 1083 75000 26
1 15178 1083 75000 26
1 15178 1083 75000 25
1 15178 1083 75000 25
1 15178 1083 75000 25
1 15178 1083 75000 24
1 15178 1083 75000 25
1 15178 1083 75000 25
1 15178 1083 75000 25
1 15178 1083 75000 24
1 15178 1083 75000 26
1 15178 1083 75000 24
1 15178 1083 75000 26
1 15178 1083 75000 26
1 15178 1083 75000 25
2 157136 1083 75000 25
2 157136 1083 75000 26
2 157136 1083 75000 25
2 157136 1083 75000 24
2 157136 1083 75000 25
2 157136 1083 75000 25
2 157136 1083 75000 25
2 157136 1083 75000 26
2 157136 1083 75000 26
2 157136 1083 75000 25
2 157136 1083 75000 25
2 157136 1083 75000 25
2 157136 1083 75000 24
2 157136 1083 75000 25
2 157136 1083 75000 25
2 157136 1083 75000 25
2 157136 1083 75000 24
2 157136 1083 75000 26
2 157136 1083 75000 24
2 157136 1083 75000 26
2 157136 1083 75000 26
2 157136 1083 75000 25
3 8136 1083 75000 25
3 8136 1083 75000 26
3 8136 1083 75000 25
3 8136 1083 75000 24
3 8136 1083 75000 25
3 8136 1083 75000 25
3 8136 1083 75000 25
3 8136 1083 75000 26
3 8136 1083 75000 26
3 8136 1083 75000 25
3 8136 1083 75000 25
3 8136 1083 75000 25
3 8136 1083 75000 24
3 8136 1083 75000 25
3 8136 1083 75000 25
3 8136 1083 75000 25
3 8136 1083 75000 24
3 8136 1083 75000 26
3 8136 1083 75000 24
3 8136 1083 75000 26
3 8136 1083 75000 26
3 8136 1083 75000 25
4 10145 1083 75000 25
4 10145 1083 75000 26
4 10145 1083 75000 25
4 10145 1083 75000 24
4 10145 1083 75000 25
4 10145 1083 75000 25
4 10145 1083 75000 25
4 10145 1083 75000 26
4 10145 1083 75000 26
4 10145 1083 75000 25
4 10145 1083 75000 25
4 10145 1083 75000 25
4 10145 1083 75000 24
4 10145 1083 75000 25
4 10145 1083 75000 25
4 10145 1083 75000 25
4 10145 1083 75000 24
4 10145 1083 75000 26
4 10145 1083 75000 24
4 10145 1083 75000 26
4 10145 1083 75000 26
4 10145 1083 75000 25
5 79663 1083 75000 25
5 79663 1083 75000 26
5 79663 1083 75000 25
5 79663 1083 75000 24
5 79663 1083 75000 25
5 79663 1083 75000 25
5 79663 1083 75000 25
5 79663 1083 75000 26
5 79663 1083 75000 26
5 79663 1083 75000 25
5 79663 1083 75000 25
5 79663 1083 75000 25
5 79663 1083 75000 24
5 79663 1083 75000 25
5 79663 1083 75000 25
5 79663 1083 75000 25
5 79663 1083 75000 24
5 79663 1083 75000 26
5 79663 1083 75000 24
5 79663 1083 75000 26
5 79663 1083 75000 26
5 79663 1083 75000 25
6 21211 1083 75000 25
6 21211 1083 75000 26
6 21211 1083 75000 25
6 21211 1083 75000 24
6 21211 1083 75000 25
6 21211 1083 75000 25
6 21211 1083 75000 25
6 21211 1083 75000 26
6 21211 1083 75000 26
6 21211 1083 75000 25
6 21211 1083 75000 25
6 21211 1083 75000 25
6 21211 1083 75000 24
6 21211 1083 75000 25
6 21211 1083 75000 25
6 21211 1083 75000 25
6 21211 1083 75000 24
6 21211 1083 75000 26
6 21211 1083 75000 24
6 21211 1083 75000 26
6 21211 1083 75000 26
6 21211 1083 75000 25
0 218925 1083 72133 25
0 218925 1083 72133 26
0 218925 1083 72133 25
0 218925 1083 72133 23
0 218925 1083 72133 25
0 218925 1083 72133 25
0 218925 1083 72133 25
0 218925 1083 72133 26
0 218925 1083 72133 27
0 218925 1083 72133 25
0 218925 1083 72133 25
0 218925 1083 72133 25
0 218925 1083 72133 23
0 218925 1083 72133 26
0 218925 1083 72133 25
0 218925 1083 72133 25
0 218925 1083 72133 25
0 218925 1083 72133 26
0 218925 1083 72133 24
0 218925 1083 72133 26
0 218925 1083 72133 26
0 218925 1083 72133 25
1 13763 1083 72133 25
1 13763 1083 72133 26
1 13763 1083 72133 25
1 13763 1083 72133 23
1 13763 1083 72133 25
1 13763 1083 72133 25
1 13763 1083 72133 25
1 13763 1083 72133 26
1 13763 1083 72133 27
1 13763 1083 72133 25
1 13763 1083 72133 25
1 13763 1083 72133 25
1 13763 1083 72133 23
1 13763 1083 72133 26
1 13763 1083 72133 25
1 13763 1083 72133 25
1 13763 1083 72133 25
1 13763 1083 72133 26
1 13763 1083 72133 24
1 13763 1083 72133 26
1 13763 1083 72133 26
1 13763 1083 72133 25
2 162540 1083 72133 25
2 162540 1083 72133 26
2 162540 1083 72133 25
2 162540 1083 72133 23
2 162540 1083 72133 25
2 162540 1083 72133 25
2 162540 1083 72133 25
2 162540 1083 72133 26
2 162540 1083 72133 27
2 162540 1083 72133 25
2 162540 1083 72133 25
2 162540 1083 72133 25
2 162540 1083 72133 23
2 162540 1083 72133 26
2 162540 1083 72133 25
2 162540 1083 72133 25
2 162540 1083 72133 25
2 162540 1083 72133 26
2 162540 1083 72133 24
2 162540 1083 72133 26
2 162540 1083 72133 26
2 162540 1083 72133 25
3 6553 1083 72133 25
3 6553 1083 72133 26
3 6553 1083 72133 25
3 6553 1083 72133 23
3 6553 1083 72133 25
3 6553 1083 72133 25
3 6553 1083 72133 25
3 6553 1083 72133 26
3 6553 1083 72133 27
3 6553 1083 72133 25
3 6553 1083 72133 25
3 6553 1083 72133 25
3 6553 1083 72133 23
3 6553 1083 72133 26
3 6553 1083 72133 25
3 6553 1083 72133 25
3 6553 1083 72133 25
3 6553 1083 72133 26
3 6553 1083 72133 24
3 6553 1083 72133 26
3 6553 1083 72133 26
3 6553 1083 72133 25
4 7825 1083 72133 25
4 7825 1083 72133 26
4 7825 1083 72133 25
4 7825 1083 72133 23
4 7825 1083 72133 25
4 7825 1083 72133 25
4 7825 1083 72133 25
4 7825 1083 72133 26
4 7825 1083 72133 27
4 7825 1083 72133 25
4 7825 1083 72133 25
4 7825 1083 72133 25
4 7825 1083 72133 23
4 7825 1083 72133 26
4 7825 1083 72133 25
4 7825 1083 72133 25
4 7825 1083 72133 25
4 7825 1083 72133 26
4 7825 1083 72133 24
4 7825 1083 72133 26
4 7825 1083 72133 26
4 7825 1083 72133 25
5 83453 1083 72133 25
5 83453 1083 72133 26
5 83453 1083 72133 25
5 83453 1083 72133 23
5 83453 1083 72133 25
5 83453 1083 72133 25
5 83453 1083 72133 25
5 83453 1083 72133 26
5 83453 1083 72133 27
